馬券タイプ,賭ける馬の人気,賭けた回数,当たり回数,収益
ワイド,13 - 16,17012,8,-1317680
三連単,1 → 2 → 13,27771,31,-1317740
三連複,3 - 4 - 11,33618,50,-1318830
三連単,9 → 3 → 6,35058,11,-1322400
三連単,6 → 13 → 2,27766,1,-1322880
三連複,3 - 12 - 16,17016,1,-1322980
馬単,9 → 14,25674,9,-1324270
ワイド,7 - 8,36867,551,-1324600
三連単,13 → 9 → 1,27763,2,-1324870
馬単,8 → 1,36872,234,-1326590
三連単,9 → 2 → 8,35052,7,-1326670
ワイド,7 - 13,28760,108,-1327230
三連単,7 → 8 → 9,35049,4,-1331660
馬連,6 - 12,31593,43,-1331950
三連単,11 → 6 → 5,32466,3,-1332140
馬連,5 - 6,37170,362,-1332780
三連複,4 - 7 - 13,28759,12,-1332950
三連単,5 → 8 → 1,35657,25,-1333060
三連単,2 → 7 → 8,35654,20,-1333130
三連単,2 → 8 → 4,35658,29,-1333950
三連単,8 → 6 → 1,35654,18,-1333950
三連単,1 → 2 → 3,35981,757,-1334460
三連単,1 → 3 → 2,35981,621,-1335620
三連単,7 → 8 → 11,32460,1,-1336130
三連単,4 → 1 → 5,35977,105,-1336220
三連単,3 → 12 → 6,30505,4,-1336500
三連単,8 → 3 → 10,34002,8,-1337170
三連複,1 - 6 - 8,36866,186,-1337190
三連単,1 → 10 → 13,27764,4,-1337510
ワイド,8 - 10,35177,273,-1338250
三連単,15 → 1 → 3,21087,1,-1339390
三連複,3 - 11 - 13,28750,8,-1339540
三連単,8 → 10 → 1,34002,7,-1339570
馬単,8 → 10,35177,33,-1340480
馬連,4 - 12,31598,65,-1341060
三連単,12 → 2 → 6,30504,4,-1341890
三連単,14 → 1 → 3,24775,4,-1341940
三連単,9 → 1 → 16,16432,1,-1342620
馬単,15 → 2,21854,10,-1344550
三連単,4 → 3 → 6,35958,47,-1346160
ワイド,10 - 16,17021,10,-1347030
三連単,13 → 8 → 10,27753,1,-1347670
三連単,9 → 7 → 1,35060,9,-1348090
三連単,2 → 15 → 9,21081,1,-1348450
馬単,11 → 16,17024,2,-1351090
三連単,1 → 11 → 8,32464,12,-1352160
三連複,3 - 6 - 14,25677,9,-1353510
三連複,3 - 4 - 13,28763,23,-1353570
三連複,3 - 6 - 12,31593,23,-1356080
馬単,11 → 8,33608,22,-1356300
三連単,5 → 12 → 9,30498,3,-1357290
三連単,8 → 1 → 9,35053,9,-1357380
三連単,11 → 8 → 2,32463,3,-1358080
三連単,1 → 3 → 5,35978,268,-1358360
三連単,7 → 8 → 6,35649,6,-1359700
三連単,7 → 5 → 4,35884,15,-1359870
三連複,1 - 4 - 12,31598,70,-1360300
馬単,15 → 16,17002,1,-1360420
三連単,1 → 8 → 15,21079,3,-1360690
三連単,9 → 6 → 1,35058,15,-1360890
三連単,1 → 7 → 4,35887,93,-1361580
三連単,4 → 6 → 2,35957,34,-1362900
三連複,6 - 12 - 15,21836,1,-1362980
三連複,5 - 6 - 11,33610,22,-1363440
三連複,1 - 14 - 15,21823,3,-1363450
馬単,9 → 1,36262,165,-1364060
三連単,6 → 10 → 12,30494,1,-1364330
三連複,6 - 10 - 14,25667,2,-1364820
三連単,4 → 2 → 6,35957,59,-1365120
三連単,6 → 11 → 8,32458,4,-1365720
馬単,14 → 3,25682,11,-1366550
三連複,3 - 7 - 9,36258,54,-1366780
三連単,8 → 7 → 13,27757,1,-1366900
三連複,5 - 8 - 16,17023,1,-1367930
三連複,1 - 9 - 11,33609,40,-1368690
三連単,9 → 14 → 5,24765,1,-1368990
三連複,8 - 10 - 11,33595,9,-1369050
三連複,3 - 4 - 14,25681,17,-1369690
三連単,2 → 6 → 13,27766,4,-1369940
三連複,3 - 7 - 11,33615,27,-1370560
三連単,15 → 1 → 13,21069,1,-1370930
三連単,1 → 16 → 7,16433,1,-1370990
三連複,2 - 6 - 9,36255,90,-1371270
三連単,1 → 4 → 14,24774,7,-1371640
三連単,9 → 2 → 6,35057,12,-1371920
三連複,7 - 14 - 15,21820,1,-1372590
三連複,7 - 8 - 9,36247,22,-1373060
三連単,12 → 6 → 3,30505,3,-1374440
三連単,3 → 13 → 11,27758,1,-1375310
三連単,3 → 15 → 1,21087,2,-1375320
三連単,5 → 10 → 7,34006,4,-1375420
三連複,4 - 9 - 15,21850,3,-1376260
馬連,5 - 10,35185,103,-1376600
三連単,2 → 3 → 7,35887,76,-1377220
三連複,7 - 11 - 15,21844,2,-1377520
三連単,7 → 3 → 9,35060,10,-1379520
三連単,13 → 3 → 9,27763,2,-1380000
三連複,4 - 9 - 11,33608,16,-1381320
馬単,5 → 10,35185,59,-1381920
馬単,6 → 10,35182,46,-1382240
三連単,9 → 1 → 5,35061,20,-1382380
馬連,6 - 9,36256,127,-1382530
馬単,16 → 1,17029,4,-1384590
ワイド,6 - 12,31593,196,-1385390
三連単,5 → 3 → 14,24773,3,-1385540
三連単,13 → 6 → 4,27766,3,-1386530
三連単,14 → 4 → 7,24770,1,-1388900
三連単,8 → 4 → 1,35659,23,-1389400
三連単,10 → 7 → 14,24763,1,-1390680
三連複,3 - 5 - 7,37099,141,-1392640
ワイド,8 - 9,36251,362,-1393430
三連単,6 → 11 → 5,32466,3,-1395760
三連単,7 → 4 → 1,35887,36,-1396850
単勝,14,25682,98,-1397640
三連単,6 → 9 → 13,27758,1,-1398070
ワイド,8 - 15,21847,33,-1399540
三連単,4 → 7 → 12,30506,3,-1400050
三連単,12 → 3 → 4,30510,3,-1401420
三連単,9 → 1 → 2,35063,34,-1401480
三連単,13 → 9 → 8,27752,1,-1402460
三連単,8 → 2 → 15,21078,1,-1403930
馬単,14 → 1,25682,23,-1405690
三連複,2 - 6 - 10,35181,58,-1406270
三連単,10 → 13 → 8,27753,1,-1407150
三連複,6 - 7 - 8,36861,36,-1407290
三連単,2 → 16 → 4,16435,1,-1407530
三連単,6 → 12 → 11,30491,2,-1410380
三連複,8 - 9 - 12,31578,6,-1410450
馬単,14 → 5,25680,7,-1410700
三連単,5 → 7 → 8,35652,8,-1410980
三連単,2 → 7 → 9,35059,17,-1412350
三連単,4 → 11 → 5,32471,4,-1413930
三連複,7 - 10 - 16,17018,1,-1414250
三連複,5 - 7 - 12,31592,14,-1414610
三連単,6 → 8 → 7,35649,6,-1415050
三連単,1 → 2 → 5,35977,423,-1415210
三連単,1 → 4 → 12,30510,19,-1415880
馬単,16 → 4,17029,2,-1416790
三連単,2 → 8 → 11,32463,7,-1417140
三連単,6 → 7 → 12,30501,4,-1417210
三連単,9 → 5 → 12,30498,2,-1418190
三連複,5 - 7 - 8,36864,45,-1421320
三連単,3 → 1 → 16,16436,1,-1421330
三連単,5 → 2 → 1,35977,121,-1421440
三連単,12 → 4 → 3,30510,3,-1422980
三連複,1 - 7 - 8,36867,160,-1423110
馬連,6 - 14,25677,17,-1423220
三連単,7 → 8 → 1,35655,14,-1423670
三連単,1 → 11 → 9,32465,11,-1424600
馬単,12 → 8,31588,11,-1425630
三連複,1 - 5 - 14,25680,22,-1425920
三連単,13 → 5 → 2,27768,2,-1427260
三連単,2 → 16 → 1,16435,1,-1427390
三連単,12 → 6 → 11,30491,1,-1429150
馬単,9 → 12,31589,15,-1430600
三連単,3 → 11 → 2,32474,10,-1431490
三連単,10 → 4 → 11,32463,1,-1432520
馬単,16 → 3,17029,2,-1432620
三連単,14 → 1 → 5,24773,2,-1432710
馬単,7 → 8,36867,62,-1435170
馬連,7 - 9,36258,106,-1436570
三連単,5 → 11 → 4,32471,5,-1437760
ワイド,9 - 14,25674,56,-1439590
三連単,9 → 5 → 6,35055,7,-1439830
三連単,8 → 7 → 2,35654,9,-1440170
三連複,1 - 11 - 12,31585,25,-1440580
三連単,2 → 12 → 4,30509,9,-1441820
三連単,1 → 9 → 10,34003,14,-1442660
三連単,1 → 14 → 12,24759,3,-1443990
ワイド,8 - 13,28753,93,-1444650
馬連,7 - 13,28760,19,-1446880
馬連,7 - 8,36867,122,-1447320
ワイド,10 - 11,33606,140,-1449610
三連複,4 - 14 - 15,21823,1,-1450710
三連単,3 → 7 → 1,35888,56,-1451200
馬単,6 → 12,31593,22,-1453630
三連単,2 → 5 → 6,35955,55,-1456240
三連単,9 → 10 → 7,33999,1,-1456940
三連複,4 - 8 - 9,36250,34,-1457370
三連単,8 → 1 → 4,35659,30,-1457710
三連単,15 → 8 → 4,21079,1,-1459730
三連単,11 → 12 → 5,30494,1,-1462500
三連単,3 → 4 → 10,34012,15,-1463640
三連単,5 → 9 → 7,35057,6,-1464210
三連複,4 - 6 - 11,33612,28,-1464290
三連複,3 - 6 - 8,36866,87,-1464320
三連複,5 - 9 - 14,25672,4,-1464410
ワイド,12 - 15,21840,19,-1465230
馬単,13 → 12,28745,7,-1465310
三連単,2 → 8 → 5,35656,22,-1466000
三連単,4 → 3 → 5,35977,52,-1466340
三連単,12 → 5 → 8,30497,1,-1466710
三連複,1 - 11 - 13,28750,15,-1466940
三連複,4 - 11 - 16,17024,1,-1467330
三連単,6 → 11 → 1,32469,8,-1467810
三連単,11 → 3 → 5,32472,6,-1469310
馬単,13 → 8,28753,10,-1470110
三連単,5 → 6 → 11,32466,3,-1470590
三連単,5 → 11 → 1,32472,8,-1471420
三連複,4 - 10 - 16,17021,1,-1472260
馬連,6 - 7,37096,220,-1472390
三連単,11 → 2 → 8,32463,4,-1474990
三連単,13 → 8 → 3,27761,1,-1475260
三連単,12 → 7 → 6,30501,1,-1477420
馬単,13 → 1,28764,40,-1477580
三連単,10 → 2 → 6,34006,6,-1478320
三連単,10 → 8 → 11,32453,1,-1478790
三連単,1 → 14 → 5,24773,4,-1482330
三連単,3 → 8 → 14,24765,2,-1482730
三連単,9 → 5 → 2,35060,11,-1483990
三連単,2 → 12 → 6,30504,5,-1487300
三連複,1 - 10 - 13,28754,19,-1487580
馬単,13 → 6,28759,13,-1489310
三連単,3 → 11 → 13,27758,2,-1489330
三連複,2 - 8 - 11,33607,22,-1489920
三連単,8 → 1 → 11,32464,6,-1490300
馬連,9 - 13,28755,17,-1493190
三連単,4 → 7 → 15,21084,1,-1493590
馬単,10 → 14,25672,6,-1495250
三連単,14 → 1 → 2,24774,4,-1498110
三連単,14 → 8 → 1,24765,2,-1499500
三連単,11 → 5 → 4,32471,5,-1499820
三連複,1 - 9 - 13,28755,17,-1499970
馬連,8 - 16,17024,2,-1500190
三連単,1 → 5 → 9,35061,45,-1500980
三連単,3 → 12 → 14,24759,1,-1502770
馬連,9 - 10,35178,57,-1502950
三連複,3 - 6 - 16,17025,1,-1502990
三連複,2 - 9 - 11,33608,23,-1503220
三連複,1 - 4 - 14,25681,26,-1503730
三連複,5 - 6 - 10,35179,34,-1504320
三連複,13 - 14 - 16,16985,1,-1504960
三連単,1 → 14 → 7,24771,4,-1505470
三連単,1 → 14 → 8,24765,3,-1505970
三連単,6 → 4 → 5,35955,18,-1507090
三連複,4 - 8 - 12,31587,12,-1508880
馬単,10 → 16,17021,1,-1509570
三連複,8 - 9 - 13,28744,4,-1509590
馬単,15 → 9,21850,4,-1512170
三連単,11 → 1 → 2,32474,14,-1513630
三連単,12 → 7 → 5,30504,1,-1514850
三連複,7 - 12 - 14,25660,2,-1514930
三連単,8 → 1 → 12,30500,4,-1515090
馬連,11 - 16,17024,2,-1515590
三連単,4 → 3 → 15,21087,1,-1516800
ワイド,10 - 15,21847,23,-1517140
三連単,10 → 11 → 2,32463,2,-1517410
三連単,6 → 9 → 2,35057,8,-1519920
三連単,7 → 1 → 8,35655,17,-1520470
三連複,9 - 10 - 11,33596,8,-1522260
三連単,2 → 6 → 15,21082,1,-1523730
馬単,9 → 6,36256,59,-1525250
三連単,1 → 9 → 7,35060,24,-1526260
三連単,10 → 5 → 14,24765,1,-1528590
三連複,5 - 7 - 9,36255,33,-1528730
三連複,3 - 14 - 16,17002,1,-1529150
三連複,3 - 12 - 14,25664,4,-1529970
三連単,6 → 12 → 3,30505,3,-1532100
馬単,16 → 6,17025,2,-1533200
三連単,7 → 5 → 6,35879,8,-1535730
三連単,2 → 7 → 15,21083,1,-1535980
三連単,2 → 13 → 5,27768,3,-1536480
三連単,7 → 1 → 4,35887,44,-1539250
馬連,8 - 15,21847,7,-1540780
三連単,11 → 2 → 3,32474,7,-1540910
馬単,13 → 10,28754,8,-1541560
三連単,12 → 1 → 4,30510,5,-1541950
三連単,11 → 4 → 6,32468,5,-1542350
馬連,10 - 15,21847,5,-1542890
三連単,11 → 4 → 7,32470,2,-1543310
三連単,5 → 3 → 13,27769,4,-1544810
三連単,1 → 7 → 8,35655,46,-1549110
三連単,10 → 5 → 3,34010,7,-1549650
三連単,5 → 6 → 3,35956,23,-1549850
三連単,15 → 1 → 10,21080,1,-1550910
三連単,6 → 7 → 1,35882,23,-1552660
三連複,3 - 9 - 14,25674,5,-1556260
馬単,15 → 10,21847,2,-1557410
馬単,11 → 1,33619,79,-1557610
三連単,6 → 3 → 7,35882,17,-1557800
ワイド,11 - 15,21847,23,-1558700
三連単,8 → 14 → 5,24763,1,-1558800
三連単,7 → 2 → 5,35884,19,-1559960
三連単,9 → 3 → 15,21082,1,-1560950
三連単,8 → 7 → 1,35655,13,-1561530
ワイド,10 - 13,28754,72,-1561990
三連単,5 → 2 → 8,35656,21,-1562110
三連単,7 → 11 → 2,32470,3,-1562420
三連単,3 → 10 → 11,32464,2,-1563210
三連単,15 → 5 → 4,21085,1,-1565770
三連複,6 - 8 - 10,35171,17,-1566900
馬連,15 - 16,17002,1,-1567260
三連単,8 → 1 → 7,35655,18,-1569930
馬単,11 → 14,25673,3,-1571910
三連複,1 - 11 - 15,21847,4,-1571920
馬単,10 → 9,35178,23,-1572140
三連複,7 - 10 - 13,28750,5,-1572640
三連単,7 → 2 → 10,34008,9,-1573380
ワイド,9 - 10,35178,220,-1574510
馬連,8 - 9,36251,82,-1574740
三連単,3 → 4 → 8,35659,30,-1574920
三連単,6 → 15 → 3,21083,1,-1575360
三連複,6 - 8 - 9,36245,27,-1576830
三連複,3 - 9 - 15,21850,3,-1576900
三連複,4 - 5 - 11,33615,33,-1577110
三連単,9 → 14 → 3,24767,1,-1577710
三連単,6 → 14 → 2,24769,1,-1578050
馬連,11 - 15,21847,5,-1578370
三連単,2 → 4 → 7,35886,47,-1578870
馬連,10 - 16,17021,1,-1579610
三連単,4 → 1 → 14,24774,4,-1580640
三連複,4 - 7 - 14,25677,8,-1581230
三連単,12 → 7 → 4,30506,1,-1581950
三連複,3 - 8 - 9,36251,40,-1582160
三連単,14 → 5 → 3,24773,1,-1582960
三連複,9 - 10 - 15,21842,1,-1583960
三連単,2 → 6 → 9,35057,20,-1584580
三連複,7 - 9 - 10,35174,11,-1584670
三連単,5 → 1 → 9,35061,23,-1585320
三連単,7 → 13 → 3,27768,2,-1585330
三連単,6 → 3 → 1,35959,57,-1588070
三連単,3 → 2 → 14,24774,5,-1589550
三連複,2 - 8 - 14,25671,9,-1590570
三連複,7 - 10 - 12,31582,7,-1592900
三連単,9 → 10 → 1,34003,5,-1593550
三連単,3 → 10 → 9,34003,7,-1595000
三連単,9 → 4 → 14,24766,1,-1595310
三連単,1 → 9 → 2,35063,61,-1595880
三連単,13 → 6 → 1,27767,2,-1596410
三連単,9 → 1 → 15,21082,1,-1596570
三連複,4 - 5 - 7,37098,109,-1596740
三連複,4 - 12 - 15,21840,1,-1597310
ワイド,11 - 12,31585,84,-1598760
馬単,16 → 14,17002,1,-1599050
三連単,2 → 7 → 13,27767,4,-1600040
三連複,3 - 11 - 14,25673,3,-1601050
ワイド,9 - 13,28755,75,-1601470
三連複,3 - 5 - 12,31596,29,-1602050
三連単,6 → 12 → 8,30494,2,-1602680
三連単,1 → 8 → 10,34002,16,-1603580
三連単,13 → 2 → 6,27766,2,-1603970
馬連,8 - 10,35177,60,-1604350
三連単,8 → 1 → 13,27761,3,-1605940
三連単,5 → 1 → 14,24773,3,-1606690
三連単,4 → 8 → 1,35659,30,-1607250
三連単,1 → 12 → 14,24759,3,-1609540
三連複,10 - 12 - 14,25654,1,-1609640
三連単,9 → 12 → 6,30495,2,-1610110
三連単,4 → 15 → 1,21087,2,-1611700
三連複,6 - 13 - 15,21829,1,-1611750
馬単,12 → 16,17016,1,-1612420
馬単,9 → 11,33609,16,-1614450
馬単,16 → 13,17012,1,-1615640
ワイド,8 - 12,31588,140,-1616310
三連単,3 → 11 → 10,32464,2,-1616910
三連単,5 → 13 → 12,27752,2,-1618090
ワイド,10 - 14,25672,40,-1619230
三連単,2 → 9 → 5,35060,14,-1619830
三連単,12 → 5 → 2,30507,3,-1625710
馬単,12 → 7,31595,14,-1627000
三連単,3 → 14 → 5,24773,3,-1627480
三連単,6 → 7 → 5,35879,12,-1627910
馬単,14 → 2,25681,12,-1629010
馬単,14 → 4,25681,9,-1630170
三連単,7 → 14 → 4,24770,1,-1632470
三連複,2 - 12 - 14,25663,5,-1634410
三連単,1 → 14 → 15,21059,1,-1634610
三連単,6 → 7 → 14,24766,1,-1634610
三連単,3 → 12 → 7,30507,4,-1635880
馬連,12 - 13,28745,10,-1637030
ワイド,7 - 9,36258,384,-1638060
三連単,2 → 13 → 15,21068,1,-1638200
三連単,14 → 15 → 16,16387,0,-1638700
三連単,14 → 16 → 15,16387,0,-1638700
三連単,15 → 14 → 16,16387,0,-1638700
三連単,15 → 16 → 14,16387,0,-1638700
三連単,16 → 14 → 15,16387,0,-1638700
三連単,16 → 15 → 14,16387,0,-1638700
馬連,14 - 16,17002,1,-1638820
三連単,4 → 12 → 14,24758,1,-1638860
三連単,13 → 15 → 16,16395,0,-1639500
三連単,13 → 16 → 15,16395,0,-1639500
三連単,15 → 13 → 16,16395,0,-1639500
三連単,15 → 16 → 13,16395,0,-1639500
三連単,16 → 13 → 15,16395,0,-1639500
三連単,16 → 15 → 13,16395,0,-1639500
三連単,13 → 14 → 16,16397,0,-1639700
三連単,13 → 16 → 14,16397,0,-1639700
三連単,14 → 16 → 13,16397,0,-1639700
三連単,16 → 13 → 14,16397,0,-1639700
三連単,16 → 14 → 13,16397,0,-1639700
三連単,12 → 15 → 16,16398,0,-1639800
三連単,12 → 16 → 15,16398,0,-1639800
三連単,15 → 12 → 16,16398,0,-1639800
三連単,15 → 16 → 12,16398,0,-1639800
三連単,16 → 12 → 15,16398,0,-1639800
三連単,16 → 15 → 12,16398,0,-1639800
三連単,12 → 14 → 16,16400,0,-1640000
三連単,12 → 16 → 14,16400,0,-1640000
三連単,14 → 12 → 16,16400,0,-1640000
三連単,14 → 16 → 12,16400,0,-1640000
三連単,16 → 12 → 14,16400,0,-1640000
三連単,16 → 14 → 12,16400,0,-1640000
三連単,5 → 13 → 7,27765,1,-1640170
三連単,10 → 15 → 16,16403,0,-1640300
三連単,10 → 16 → 15,16403,0,-1640300
三連単,15 → 10 → 16,16403,0,-1640300
三連単,15 → 16 → 10,16403,0,-1640300
三連単,16 → 10 → 15,16403,0,-1640300
三連単,16 → 15 → 10,16403,0,-1640300
三連単,8 → 15 → 16,16405,0,-1640500
三連単,8 → 16 → 15,16405,0,-1640500
三連単,10 → 14 → 16,16405,0,-1640500
三連単,10 → 16 → 14,16405,0,-1640500
三連単,11 → 15 → 16,16405,0,-1640500
三連単,14 → 10 → 16,16405,0,-1640500
三連単,14 → 16 → 10,16405,0,-1640500
三連単,15 → 8 → 16,16405,0,-1640500
三連単,15 → 11 → 16,16405,0,-1640500
三連単,15 → 16 → 8,16405,0,-1640500
三連単,15 → 16 → 11,16405,0,-1640500
三連単,16 → 8 → 15,16405,0,-1640500
三連単,16 → 10 → 14,16405,0,-1640500
三連単,16 → 11 → 15,16405,0,-1640500
三連単,16 → 14 → 10,16405,0,-1640500
三連単,16 → 15 → 8,16405,0,-1640500
三連単,16 → 15 → 11,16405,0,-1640500
三連単,6 → 15 → 16,16406,0,-1640600
三連単,6 → 16 → 15,16406,0,-1640600
三連単,9 → 15 → 16,16406,0,-1640600
三連単,9 → 16 → 15,16406,0,-1640600
三連単,15 → 6 → 16,16406,0,-1640600
三連単,15 → 9 → 16,16406,0,-1640600
三連単,15 → 16 → 6,16406,0,-1640600
三連単,15 → 16 → 9,16406,0,-1640600
三連単,16 → 6 → 15,16406,0,-1640600
三連単,16 → 9 → 15,16406,0,-1640600
三連単,16 → 15 → 6,16406,0,-1640600
三連単,16 → 15 → 9,16406,0,-1640600
三連単,7 → 15 → 16,16407,0,-1640700
三連単,7 → 16 → 15,16407,0,-1640700
三連単,8 → 16 → 14,16407,0,-1640700
三連単,11 → 14 → 16,16407,0,-1640700
三連単,11 → 16 → 14,16407,0,-1640700
三連単,14 → 8 → 16,16407,0,-1640700
三連単,14 → 11 → 16,16407,0,-1640700
三連単,14 → 16 → 8,16407,0,-1640700
三連単,14 → 16 → 11,16407,0,-1640700
三連単,15 → 7 → 16,16407,0,-1640700
三連単,15 → 16 → 7,16407,0,-1640700
三連単,16 → 7 → 15,16407,0,-1640700
三連単,16 → 8 → 14,16407,0,-1640700
三連単,16 → 11 → 14,16407,0,-1640700
三連単,16 → 14 → 8,16407,0,-1640700
三連単,16 → 14 → 11,16407,0,-1640700
三連単,16 → 15 → 7,16407,0,-1640700
三連単,6 → 14 → 16,16408,0,-1640800
三連単,6 → 16 → 14,16408,0,-1640800
三連単,9 → 14 → 16,16408,0,-1640800
三連単,9 → 16 → 14,16408,0,-1640800
三連単,14 → 6 → 16,16408,0,-1640800
三連単,14 → 9 → 16,16408,0,-1640800
三連単,14 → 16 → 6,16408,0,-1640800
三連単,14 → 16 → 9,16408,0,-1640800
三連単,16 → 6 → 14,16408,0,-1640800
三連単,16 → 9 → 14,16408,0,-1640800
三連単,16 → 14 → 6,16408,0,-1640800
三連単,16 → 14 → 9,16408,0,-1640800
三連単,2 → 15 → 16,16409,0,-1640900
三連単,2 → 16 → 15,16409,0,-1640900
三連単,5 → 15 → 16,16409,0,-1640900
三連単,5 → 16 → 15,16409,0,-1640900
三連単,7 → 14 → 16,16409,0,-1640900
三連単,7 → 16 → 14,16409,0,-1640900
三連単,12 → 13 → 16,16409,0,-1640900
三連単,12 → 16 → 13,16409,0,-1640900
三連単,13 → 12 → 16,16409,0,-1640900
三連単,13 → 16 → 12,16409,0,-1640900
三連単,14 → 16 → 7,16409,0,-1640900
三連単,15 → 2 → 16,16409,0,-1640900
三連単,15 → 5 → 16,16409,0,-1640900
三連単,15 → 16 → 2,16409,0,-1640900
三連単,15 → 16 → 5,16409,0,-1640900
三連単,16 → 2 → 15,16409,0,-1640900
三連単,16 → 5 → 15,16409,0,-1640900
三連単,16 → 7 → 14,16409,0,-1640900
三連単,16 → 12 → 13,16409,0,-1640900
三連単,16 → 13 → 12,16409,0,-1640900
三連単,16 → 14 → 7,16409,0,-1640900
三連単,16 → 15 → 2,16409,0,-1640900
三連単,16 → 15 → 5,16409,0,-1640900
三連単,1 → 15 → 16,16410,0,-1641000
三連単,1 → 16 → 15,16410,0,-1641000
三連単,3 → 15 → 16,16410,0,-1641000
三連単,3 → 16 → 15,16410,0,-1641000
