馬券タイプ,賭ける馬の人気,賭けた回数,当たり回数,収益
三連複,2 - 8 - 9,36250,65,-975450
三連複,1 - 2 - 5,37191,1580,-975490
三連単,6 → 5 → 2,35955,31,-976120
三連単,9 → 15 → 3,21082,1,-976510
三連単,11 → 6 → 9,32459,2,-976600
三連単,5 → 1 → 16,16435,2,-977070
三連複,1 - 3 - 13,28764,79,-978350
三連複,6 - 8 - 13,28748,7,-978540
三連単,4 → 1 → 10,34012,31,-978710
三連単,3 → 4 → 1,35981,164,-978960
馬連,3 - 5,37192,834,-979520
三連単,5 → 1 → 6,35956,80,-979960
三連単,3 → 11 → 1,32475,14,-980590
三連複,1 - 6 - 12,31593,57,-980840
三連単,3 → 6 → 2,35958,75,-981480
三連単,3 → 5 → 2,35977,85,-981680
三連単,3 → 1 → 9,35064,65,-982290
馬単,4 → 14,25681,21,-982460
三連単,11 → 13 → 12,27741,1,-982880
ワイド,4 - 8,36871,1046,-983170
三連単,1 → 8 → 13,27761,7,-984330
馬連,2 - 11,33618,180,-984440
三連複,4 - 8 - 15,21847,5,-984950
三連複,2 - 3 - 5,37191,644,-985160
三連単,5 → 12 → 6,30502,2,-985230
馬単,2 → 11,33618,116,-985830
馬単,1 → 4,37195,1656,-985880
三連単,14 → 1 → 12,24759,1,-987500
三連複,4 - 6 - 7,37095,110,-987940
三連単,1 → 6 → 9,35058,39,-987940
三連複,3 - 9 - 11,33609,17,-988140
ワイド,3 - 12,31599,372,-988680
馬単,8 → 3,36872,137,-989040
三連単,4 → 5 → 1,35977,88,-989210
三連単,1 → 5 → 6,35956,131,-990340
馬単,10 → 3,35188,68,-990520
単勝,15,21855,76,-991770
三連単,4 → 9 → 13,27762,3,-992010
三連単,4 → 2 → 10,34011,22,-992070
三連複,1 - 8 - 13,28753,23,-993060
三連単,3 → 6 → 13,27767,5,-994300
馬単,9 → 3,36262,105,-994690
三連単,2 → 6 → 3,35958,78,-995180
馬連,1 - 7,37102,1062,-996110
三連単,6 → 4 → 2,35957,41,-996310
三連複,1 - 8 - 11,33608,55,-996560
三連単,15 → 1 → 4,21087,2,-996640
三連単,5 → 4 → 9,35060,13,-997160
三連単,6 → 14 → 9,24762,1,-997170
馬単,3 → 8,36872,207,-997560
三連単,3 → 16 → 7,16433,1,-997930
三連単,11 → 8 → 1,32464,6,-997930
三連単,13 → 2 → 1,27771,6,-998120
三連複,3 - 4 - 15,21855,12,-998280
馬単,12 → 11,31585,13,-998350
三連単,3 → 1 → 15,21087,6,-998360
三連複,2 - 4 - 7,37100,271,-998490
馬連,2 - 14,25681,55,-998630
馬単,8 → 12,31588,24,-998660
三連単,6 → 1 → 4,35958,73,-998910
馬単,9 → 10,35178,34,-999530
三連単,5 → 4 → 8,35656,15,-999560
ワイド,4 - 10,35187,595,-999870
三連単,3 → 8 → 1,35660,47,-1000580
三連複,2 - 5 - 7,37098,207,-1001680
三連単,1 → 7 → 2,35887,154,-1001890
三連単,5 → 2 → 6,35955,47,-1002660
三連単,7 → 8 → 5,35652,6,-1003960
三連複,2 - 3 - 9,36261,193,-1004570
三連複,5 - 6 - 16,17024,3,-1005060
三連複,1 - 8 - 12,31588,37,-1005120
三連単,7 → 4 → 14,24770,2,-1005210
馬単,6 → 4,37172,221,-1005390
三連単,9 → 15 → 5,21080,1,-1006080
ワイド,4 - 9,36261,804,-1006110
三連単,1 → 13 → 6,27767,9,-1008360
三連単,6 → 2 → 16,16431,1,-1008740
三連単,4 → 12 → 8,30499,3,-1009190
馬単,3 → 13,28764,36,-1009390
三連複,5 - 12 - 15,21838,2,-1009750
三連単,16 → 6 → 4,16432,1,-1010050
馬連,5 - 15,21853,16,-1010100
三連単,1 → 8 → 14,24765,6,-1010220
三連複,1 - 3 - 5,37192,1082,-1010630
複勝,14,25682,664,-1011030
馬単,4 → 6,37172,260,-1011740
馬連,6 - 11,33613,72,-1012300
馬単,1 → 3,37196,2236,-1012340
三連単,6 → 9 → 7,35054,3,-1012460
三連単,2 → 5 → 3,35977,117,-1012950
三連単,3 → 8 → 7,35655,16,-1013580
三連複,2 - 4 - 12,31597,52,-1014250
三連単,10 → 11 → 1,32464,5,-1014280
馬単,1 → 6,37173,957,-1014880
三連単,10 → 6 → 15,21076,1,-1016300
馬連,9 - 15,21850,10,-1018130
三連単,1 → 15 → 3,21087,8,-1018160
三連単,5 → 9 → 2,35060,14,-1018890
三連複,2 - 10 - 15,21846,5,-1019160
ワイド,1 - 13,28764,466,-1021470
三連単,11 → 10 → 5,32461,1,-1021870
ワイド,1 - 16,17029,87,-1023840
馬単,8 → 4,36871,111,-1024450
三連単,14 → 3 → 2,24774,1,-1024880
馬連,3 - 8,36872,344,-1025210
三連単,3 → 1 → 8,35660,80,-1025700
三連単,4 → 11 → 1,32474,13,-1025740
三連単,3 → 7 → 13,27768,3,-1026530
三連単,1 → 4 → 8,35659,96,-1027600
三連単,3 → 14 → 15,21059,1,-1027630
馬単,1 → 16,17029,19,-1027800
馬単,8 → 6,36866,85,-1028080
三連単,8 → 5 → 6,35651,5,-1028230
三連複,1 - 6 - 9,36256,153,-1029070
三連複,3 - 8 - 15,21847,5,-1029140
馬連,4 - 7,37101,378,-1032190
ワイド,1 - 15,21855,179,-1032370
三連複,2 - 4 - 9,36260,147,-1033580
馬連,3 - 4,37195,1117,-1033690
馬単,1 → 9,36262,377,-1033730
三連単,6 → 1 → 2,35958,107,-1035810
三連複,2 - 8 - 16,17023,3,-1035890
三連単,13 → 4 → 2,27770,3,-1036260
三連単,16 → 2 → 3,16435,1,-1037280
三連単,5 → 7 → 3,35885,20,-1037610
三連単,2 → 11 → 7,32470,8,-1037780
馬連,8 - 11,33608,55,-1039040
三連単,3 → 1 → 5,35978,185,-1040470
三連単,9 → 10 → 11,32454,2,-1041880
三連単,4 → 7 → 11,32470,4,-1042600
三連単,3 → 4 → 12,30510,9,-1042680
三連単,5 → 3 → 2,35977,72,-1045660
馬連,1 - 12,31599,211,-1046630
三連複,4 - 13 - 15,21833,2,-1046910
ワイド,5 - 6,37170,1436,-1047410
三連単,3 → 8 → 13,27761,3,-1048030
三連単,9 → 4 → 1,35063,20,-1048300
三連単,2 → 10 → 6,34006,14,-1049530
三連複,2 - 9 - 12,31588,16,-1050360
三連単,11 → 1 → 13,27758,3,-1051020
三連複,4 - 7 - 10,35183,37,-1051030
三連単,16 → 6 → 2,16431,1,-1051210
三連単,1 → 5 → 3,35978,240,-1052570
三連単,4 → 8 → 11,32463,5,-1052830
三連単,11 → 8 → 3,32464,3,-1052830
三連単,9 → 8 → 2,35052,7,-1052960
三連単,10 → 1 → 15,21080,1,-1053580
馬単,1 → 5,37192,1228,-1053910
馬連,1 - 9,36262,543,-1055720
ワイド,6 - 15,21851,54,-1056320
三連単,12 → 5 → 13,27752,1,-1056780
三連単,12 → 2 → 3,30510,6,-1058010
ワイド,3 - 14,25682,169,-1058110
三連単,2 → 7 → 4,35886,48,-1058920
三連単,3 → 2 → 4,35980,150,-1059080
三連複,10 - 11 - 15,21839,2,-1059450
三連単,6 → 2 → 9,35057,18,-1059960
三連単,13 → 1 → 5,27769,4,-1060280
三連単,2 → 1 → 3,35981,546,-1060660
単勝,12,31599,294,-1060670
馬単,6 → 8,36866,94,-1060940
三連単,4 → 5 → 7,35884,24,-1061360
三連単,8 → 9 → 4,35052,6,-1062700
三連複,6 - 9 - 14,25669,5,-1062910
馬連,7 - 15,21852,12,-1063210
三連複,2 - 7 - 8,36866,101,-1063240
三連単,4 → 2 → 11,32473,13,-1063440
三連単,1 → 3 → 10,34013,67,-1063920
三連複,1 - 3 - 11,33619,159,-1063950
三連単,1 → 8 → 16,16431,1,-1065810
三連複,1 - 4 - 5,37191,805,-1065990
三連単,3 → 2 → 9,35063,38,-1066370
三連複,1 - 4 - 7,37101,444,-1067200
馬単,6 → 7,37096,129,-1068350
三連複,1 - 6 - 16,17025,6,-1071260
三連単,9 → 5 → 3,35061,10,-1071420
馬単,3 → 11,33619,80,-1071820
単勝,16,17029,33,-1072980
三連複,11 - 13 - 16,17007,1,-1074530
三連単,2 → 6 → 16,16431,1,-1074760
三連複,1 - 3 - 7,37102,573,-1075190
馬単,4 → 10,35187,85,-1075500
三連複,1 - 3 - 14,25682,52,-1075620
三連複,4 - 5 - 6,37169,167,-1075950
三連複,4 - 6 - 10,35181,40,-1076700
三連単,1 → 11 → 5,32472,23,-1077280
馬連,7 - 16,17026,3,-1077330
三連単,8 → 4 → 9,35052,6,-1077530
三連単,5 → 15 → 1,21085,2,-1077760
ワイド,14 - 16,17002,11,-1078090
三連単,6 → 5 → 4,35955,22,-1078300
三連複,5 - 6 - 9,36253,47,-1079210
三連単,7 → 11 → 13,27754,2,-1079750
三連単,1 → 3 → 7,35888,178,-1080200
三連複,1 - 8 - 16,17024,5,-1080490
三連単,8 → 11 → 6,32458,3,-1080670
ワイド,5 - 8,36869,846,-1081120
馬単,5 → 13,28761,29,-1081350
ワイド,3 - 16,17029,45,-1081770
三連単,5 → 7 → 6,35879,12,-1081800
馬単,10 → 4,35187,58,-1083290
三連単,3 → 9 → 6,35058,14,-1083470
馬単,11 → 10,33606,19,-1083640
ワイド,5 - 9,36259,648,-1083770
馬単,13 → 7,28760,8,-1084160
馬単,5 → 14,25680,16,-1085200
三連単,2 → 8 → 10,34001,7,-1085610
三連複,4 - 5 - 8,36868,86,-1085900
三連単,4 → 3 → 1,35981,149,-1086810
三連単,8 → 12 → 6,30494,2,-1087990
三連複,3 - 10 - 13,28754,9,-1089420
馬連,4 - 6,37172,481,-1090600
三連単,4 → 9 → 10,34002,4,-1090790
馬単,1 → 12,31599,145,-1092420
三連複,1 - 4 - 8,36871,332,-1092880
三連単,3 → 2 → 5,35977,115,-1093730
三連単,4 → 15 → 3,21087,1,-1094110
三連単,4 → 3 → 10,34012,19,-1095110
三連単,10 → 8 → 1,34002,7,-1095180
三連複,3 - 4 - 8,36871,158,-1095840
三連複,2 - 5 - 10,35184,85,-1096050
三連単,1 → 5 → 8,35657,79,-1096340
三連単,1 → 5 → 2,35977,278,-1096580
馬連,1 - 16,17029,23,-1097740
三連単,4 → 5 → 16,16435,1,-1098320
三連単,1 → 11 → 4,32474,23,-1099170
馬単,3 → 4,37195,562,-1099760
三連単,5 → 11 → 8,32461,4,-1100540
三連複,4 - 7 - 9,36257,47,-1100830
三連単,2 → 4 → 9,35062,37,-1101020
三連単,13 → 2 → 14,24752,1,-1102660
三連複,3 - 5 - 16,17028,4,-1102800
三連単,4 → 1 → 7,35887,66,-1102880
ワイド,5 - 16,17028,30,-1103020
三連単,3 → 11 → 15,21079,1,-1103100
単勝,13,28764,195,-1103110
三連単,10 → 3 → 7,34009,8,-1105630
三連単,7 → 1 → 14,24771,2,-1107370
馬単,13 → 4,28763,17,-1108090
馬単,7 → 15,21852,5,-1108510
ワイド,5 - 11,33616,368,-1108910
三連単,13 → 3 → 6,27767,2,-1109000
三連単,2 → 1 → 6,35958,242,-1109580
三連複,2 - 6 - 16,17024,4,-1109830
三連複,2 - 5 - 6,37169,285,-1110090
三連単,1 → 4 → 5,35977,219,-1110340
馬単,16 → 8,17024,2,-1111190
三連単,2 → 5 → 8,35656,32,-1111250
三連単,6 → 3 → 2,35958,51,-1112340
三連単,3 → 4 → 11,32474,13,-1112780
馬連,5 - 13,28761,44,-1113650
三連単,7 → 5 → 1,35885,32,-1114350
三連複,1 - 7 - 14,25678,17,-1114490
三連複,7 - 14 - 16,16999,1,-1114750
三連単,10 → 2 → 13,27763,2,-1114920
三連単,15 → 8 → 5,21077,1,-1115480
三連単,10 → 5 → 11,32461,2,-1116350
馬単,5 → 4,37191,306,-1117000
三連単,8 → 5 → 10,33999,5,-1117060
三連複,5 - 10 - 15,21845,3,-1117080
三連単,5 → 8 → 3,35657,16,-1117840
三連複,2 - 5 - 9,36258,120,-1119040
三連単,12 → 10 → 5,30497,1,-1119350
三連単,3 → 6 → 15,21083,1,-1119670
三連複,1 - 7 - 10,35184,81,-1120530
三連複,1 - 3 - 15,21855,27,-1122110
三連単,6 → 8 → 2,35653,12,-1122440
馬単,4 → 8,36871,153,-1122730
馬単,8 → 7,36867,60,-1123100
三連単,3 → 2 → 15,21086,4,-1123380
三連複,1 - 6 - 11,33613,81,-1123710
三連単,1 → 12 → 7,30507,9,-1123790
三連単,4 → 1 → 9,35063,40,-1124280
三連単,8 → 6 → 10,33996,2,-1124680
三連複,4 - 9 - 14,25673,4,-1125970
三連単,2 → 5 → 9,35060,28,-1126500
ワイド,7 - 14,25678,84,-1127270
三連単,6 → 11 → 7,32465,3,-1127600
三連単,13 → 3 → 11,27758,1,-1127690
三連単,8 → 4 → 6,35653,10,-1128060
三連単,2 → 6 → 4,35957,63,-1128080
ワイド,9 - 15,21850,37,-1128380
三連複,5 - 8 - 14,25670,6,-1128880
三連複,2 - 7 - 10,35183,56,-1129210
ワイド,3 - 15,21855,94,-1130330
三連単,6 → 10 → 14,24762,1,-1130400
馬連,13 - 16,17012,3,-1131260
三連単,3 → 4 → 2,35980,107,-1132940
馬単,10 → 2,35187,92,-1134710
三連単,7 → 10 → 4,34008,4,-1135090
三連単,1 → 8 → 2,35659,101,-1135170
三連単,1 → 15 → 9,21082,2,-1135890
三連単,1 → 11 → 13,27758,5,-1136450
三連単,3 → 5 → 1,35978,117,-1136560
三連複,2 - 4 - 6,37171,353,-1137010
三連単,1 → 12 → 13,27755,3,-1138400
ワイド,8 - 16,17024,20,-1138790
ワイド,6 - 10,35182,406,-1139740
三連複,2 - 6 - 7,37095,173,-1139910
三連単,3 → 8 → 5,35657,20,-1140950
三連単,8 → 14 → 2,24764,1,-1141030
三連単,1 → 3 → 8,35660,141,-1142530
三連単,6 → 4 → 11,32468,5,-1143470
馬単,11 → 4,33618,44,-1143950
三連単,2 → 1 → 7,35887,171,-1144080
馬単,9 → 2,36261,125,-1144330
三連単,7 → 5 → 10,34006,4,-1145870
三連単,10 → 4 → 1,34012,13,-1145990
三連単,2 → 10 → 15,21079,1,-1146740
馬単,9 → 13,28755,9,-1147610
三連単,14 → 11 → 4,24765,1,-1148240
ワイド,6 - 16,17025,22,-1148470
三連単,9 → 2 → 10,34002,3,-1148860
馬連,7 - 10,35184,85,-1148910
三連単,7 → 4 → 9,35059,8,-1149250
三連複,1 - 12 - 15,21840,4,-1149660
三連単,6 → 2 → 12,30504,5,-1150010
馬単,7 → 16,17026,2,-1150260
三連単,6 → 4 → 12,30504,5,-1151210
三連複,1 - 12 - 16,17016,2,-1151250
三連単,2 → 11 → 6,32468,8,-1151490
三連複,3 - 5 - 10,35185,63,-1151530
馬連,1 - 13,28764,142,-1151840
三連複,6 - 8 - 15,21843,2,-1151880
三連複,3 - 4 - 6,37172,272,-1152090
三連複,11 - 15 - 16,16997,1,-1153460
馬単,10 → 12,31586,12,-1153660
馬単,4 → 11,33618,55,-1155220
三連単,3 → 1 → 11,32475,31,-1156220
三連単,6 → 3 → 8,35654,15,-1156290
三連単,2 → 10 → 7,34008,10,-1156500
馬単,4 → 5,37191,328,-1156630
馬単,7 → 4,37101,164,-1156770
馬単,7 → 10,35184,46,-1158560
三連単,1 → 10 → 14,24767,4,-1159040
三連複,3 - 6 - 15,21851,7,-1160020
ワイド,6 - 13,28759,137,-1161120
馬連,5 - 7,37099,283,-1161330
三連単,14 → 5 → 13,24751,1,-1161610
三連単,6 → 5 → 3,35956,27,-1162580
ワイド,4 - 12,31598,285,-1163120
三連複,6 - 9 - 16,17021,1,-1163340
三連単,6 → 10 → 5,34004,4,-1164350
三連複,2 - 5 - 12,31595,39,-1164740
三連複,4 - 8 - 16,17024,1,-1165160
三連単,5 → 6 → 1,35956,45,-1165200
三連複,1 - 11 - 16,17024,3,-1165670
三連複,7 - 8 - 10,35173,15,-1166040
三連単,12 → 2 → 13,27754,1,-1166790
三連単,1 → 12 → 2,30510,25,-1167220
三連単,10 → 1 → 9,34003,7,-1167540
三連単,2 → 6 → 7,35881,36,-1167660
馬単,2 → 12,31598,75,-1167810
馬連,12 - 16,17016,2,-1167900
三連単,6 → 2 → 8,35653,18,-1168800
ワイド,11 - 16,17024,12,-1169120
三連複,4 - 6 - 9,36255,59,-1169590
三連単,3 → 1 → 10,34013,39,-1169900
馬連,4 - 8,36871,264,-1170200
ワイド,1 - 14,25682,288,-1171720
ワイド,4 - 13,28763,199,-1172050
三連単,7 → 4 → 10,34008,6,-1172070
三連単,15 → 8 → 1,21079,1,-1172120
三連単,4 → 5 → 10,34009,9,-1172160
三連単,14 → 13 → 4,24752,1,-1172660
三連単,5 → 3 → 1,35978,96,-1172680
三連単,1 → 4 → 2,35980,402,-1172990
三連単,5 → 14 → 12,24757,1,-1173180
ワイド,4 - 11,33618,412,-1175510
三連単,2 → 9 → 11,32464,8,-1175520
三連単,7 → 5 → 15,21082,1,-1176720
三連単,2 → 11 → 9,32464,5,-1176990
三連単,3 → 9 → 1,35064,32,-1177120
三連単,3 → 1 → 4,35981,229,-1177410
三連単,5 → 4 → 1,35977,80,-1178430
三連単,9 → 2 → 1,35063,32,-1179730
三連複,3 - 5 - 15,21853,6,-1180240
三連単,5 → 4 → 15,21085,2,-1180610
馬連,8 - 12,31588,35,-1181250
ワイド,5 - 7,37099,1053,-1181720
三連単,4 → 5 → 9,35060,13,-1181790
馬連,3 - 9,36262,246,-1181860
馬連,4 - 11,33618,99,-1183860
三連単,14 → 1 → 15,21059,1,-1184590
三連単,2 → 7 → 6,35881,34,-1184750
三連単,5 → 7 → 14,24769,1,-1184860
三連単,5 → 2 → 7,35884,33,-1185990
三連単,2 → 3 → 4,35980,162,-1186400
馬単,7 → 5,37099,127,-1187310
ワイド,7 - 11,33615,241,-1188380
三連単,1 → 7 → 10,34009,21,-1188890
三連複,6 - 7 - 14,25673,5,-1189330
三連単,3 → 7 → 11,32471,8,-1189740
三連単,2 → 7 → 1,35887,96,-1189810
三連単,4 → 14 → 9,24766,1,-1189950
三連単,1 → 4 → 6,35958,168,-1190310
三連複,2 - 3 - 11,33618,93,-1190780
馬単,3 → 15,21855,13,-1190880
三連単,2 → 3 → 5,35977,140,-1190920
三連単,4 → 13 → 1,27771,5,-1190960
馬連,8 - 14,25672,17,-1191220
三連単,1 → 10 → 2,34012,47,-1192790
三連単,4 → 10 → 1,34012,19,-1193720
三連単,4 → 8 → 7,35654,14,-1194800
三連単,6 → 1 → 7,35882,40,-1195710
三連複,1 - 15 - 16,17002,1,-1196060
三連複,3 - 12 - 13,28745,3,-1196530
馬連,4 - 10,35187,143,-1197990
馬単,1 → 13,28764,102,-1198010
三連単,4 → 2 → 1,35980,180,-1198130
馬単,3 → 14,25682,29,-1198950
三連複,1 - 9 - 14,25674,15,-1199080
馬単,3 → 16,17029,7,-1199090
三連単,2 → 3 → 16,16435,3,-1200470
馬連,6 - 8,36866,179,-1200930
三連単,2 → 1 → 9,35063,93,-1201130
三連複,2 - 5 - 8,36868,145,-1201800
三連単,5 → 1 → 7,35885,53,-1202120
馬連,6 - 16,17025,6,-1202630
三連単,7 → 2 → 1,35887,63,-1203130
三連単,9 → 6 → 13,27758,1,-1204240
三連単,12 → 2 → 4,30509,4,-1204820
三連複,5 - 7 - 14,25676,7,-1208440
馬単,7 → 14,25678,9,-1208640
三連単,12 → 6 → 8,30494,2,-1208930
三連複,5 - 9 - 11,33606,14,-1209670
三連単,8 → 3 → 1,35660,31,-1209960
三連単,6 → 3 → 11,32469,8,-1210070
三連単,7 → 11 → 5,32468,4,-1211270
三連複,6 - 9 - 10,35172,17,-1211690
三連単,6 → 4 → 9,35057,10,-1212110
三連単,4 → 10 → 3,34012,10,-1212650
馬単,5 → 6,37170,193,-1213440
ワイド,4 - 14,25681,122,-1214140
馬単,10 → 5,35185,44,-1214590
三連単,13 → 4 → 1,27771,3,-1215760
馬連,4 - 5,37191,634,-1215790
三連単,1 → 15 → 5,21085,2,-1216630
馬連,4 - 13,28763,44,-1216780
馬単,2 → 7,37101,372,-1217940
三連単,13 → 6 → 10,27759,1,-1218580
馬単,11 → 2,33618,62,-1218660
三連単,5 → 15 → 9,21080,1,-1219040
三連単,1 → 9 → 6,35058,31,-1219350
三連複,3 - 7 - 12,31595,18,-1219660
馬単,9 → 8,36251,42,-1220300
三連複,1 - 5 - 9,36259,181,-1221510
三連単,10 → 14 → 4,24766,1,-1222500
三連複,7 - 8 - 11,33604,9,-1222980
三連単,3 → 6 → 10,34007,11,-1223750
馬単,5 → 8,36869,112,-1224100
三連単,1 → 7 → 3,35888,104,-1224380
三連単,1 → 3 → 4,35981,370,-1224890
馬単,12 → 1,31599,66,-1224970
三連単,9 → 3 → 13,27763,2,-1225090
ワイド,5 - 12,31596,238,-1225820
馬単,1 → 7,37102,689,-1225840
馬単,15 → 12,21840,2,-1226740
三連単,4 → 6 → 12,30504,6,-1227150
三連単,2 → 4 → 11,32473,17,-1227410
三連単,7 → 4 → 8,35654,12,-1228520
三連単,4 → 8 → 5,35656,13,-1228720
馬連,3 - 15,21855,19,-1228830
三連単,2 → 15 → 8,21078,1,-1229120
三連複,3 - 6 - 9,36256,73,-1229390
三連単,3 → 12 → 8,30500,4,-1229660
馬単,16 → 7,17026,1,-1230080
ワイド,5 - 13,28761,171,-1230590
三連単,3 → 7 → 16,16433,1,-1231200
三連単,10 → 6 → 1,34007,6,-1231690
三連単,4 → 7 → 14,24770,2,-1232240
三連複,4 - 5 - 12,31595,28,-1234140
馬連,4 - 14,25681,30,-1234460
三連複,1 - 10 - 15,21847,5,-1234980
ワイド,9 - 16,17025,18,-1235490
三連単,7 → 5 → 8,35652,9,-1237040
三連単,2 → 4 → 1,35980,237,-1238540
三連複,1 - 5 - 6,37170,481,-1238720
ワイド,7 - 10,35184,336,-1239450
馬単,9 → 4,36261,81,-1239520
ワイド,6 - 7,37096,889,-1239900
三連単,11 → 2 → 4,32473,8,-1240300
馬連,3 - 16,17029,9,-1240930
三連複,1 - 6 - 15,21851,11,-1240940
馬単,13 → 5,28761,15,-1241530
馬単,6 → 15,21851,7,-1241570
三連単,11 → 1 → 8,32464,4,-1241920
三連単,7 → 14 → 1,24771,1,-1242740
ワイド,7 - 15,21852,44,-1243500
三連複,2 - 4 - 11,33617,68,-1243630
三連複,7 - 9 - 13,28751,5,-1244670
三連単,8 → 5 → 15,21077,1,-1244820
三連単,7 → 4 → 3,35887,24,-1244970
三連単,9 → 2 → 3,35063,22,-1245240
三連単,5 → 10 → 3,34010,8,-1246790
三連単,10 → 4 → 5,34009,7,-1246860
三連単,1 → 5 → 4,35977,163,-1248690
ワイド,12 - 16,17016,10,-1249120
三連単,6 → 4 → 3,35958,31,-1250480
三連単,9 → 3 → 11,32465,3,-1252120
三連複,3 - 7 - 8,36867,71,-1252330
馬単,15 → 11,21847,3,-1253780
三連単,1 → 6 → 5,35956,119,-1253830
ワイド,5 - 10,35185,453,-1254210
三連複,2 - 7 - 15,21851,7,-1254460
三連複,1 - 7 - 16,17026,3,-1255200
三連単,4 → 8 → 14,24764,1,-1256820
三連単,1 → 2 → 6,35958,338,-1257160
三連単,4 → 6 → 15,21083,1,-1257800
三連単,5 → 11 → 6,32466,5,-1258010
馬単,2 → 16,17028,7,-1258220
三連単,15 → 9 → 4,21082,1,-1258400
三連複,8 - 10 - 14,25662,2,-1258990
三連単,4 → 6 → 9,35057,13,-1261560
三連単,6 → 8 → 5,35651,8,-1261950
三連単,3 → 4 → 5,35977,60,-1262690
三連単,7 → 5 → 13,27765,2,-1262870
三連単,14 → 4 → 8,24764,1,-1263340
三連単,10 → 1 → 14,24767,2,-1263530
馬連,5 - 14,25680,23,-1265160
三連単,5 → 2 → 15,21084,2,-1265560
ワイド,6 - 11,33613,286,-1265730
三連単,13 → 10 → 7,27760,1,-1266270
三連単,7 → 3 → 5,35885,20,-1266730
三連単,1 → 4 → 3,35981,323,-1266850
三連複,3 - 10 - 11,33606,14,-1267400
三連単,3 → 13 → 5,27769,4,-1267600
三連複,1 - 3 - 16,17029,8,-1268900
三連単,8 → 14 → 6,24760,1,-1268980
三連単,8 → 6 → 3,35654,11,-1270210
三連単,8 → 4 → 3,35659,15,-1270540
三連複,5 - 8 - 15,21845,3,-1271060
三連単,6 → 3 → 9,35058,10,-1271500
三連複,1 - 13 - 14,25656,3,-1271650
三連複,4 - 10 - 11,33605,15,-1272570
馬単,5 → 16,17028,3,-1272830
馬単,3 → 9,36262,139,-1273430
三連単,3 → 4 → 6,35958,51,-1273760
三連単,3 → 14 → 1,24775,3,-1274260
三連複,6 - 7 - 16,17022,1,-1275970
馬連,6 - 10,35182,88,-1276250
三連単,1 → 2 → 4,35980,578,-1276470
三連複,5 - 9 - 16,17024,1,-1276500
三連単,16 → 1 → 2,16435,1,-1276850
ワイド,5 - 14,25680,95,-1277510
三連複,7 - 10 - 15,21844,1,-1277630
三連単,2 → 11 → 14,24765,2,-1277780
三連単,4 → 5 → 2,35976,57,-1278000
三連単,14 → 3 → 7,24771,2,-1279490
三連単,4 → 11 → 7,32470,4,-1281170
馬単,15 → 8,21847,4,-1281370
三連単,2 → 14 → 8,24764,2,-1281730
三連単,11 → 2 → 1,32474,11,-1281890
三連複,3 - 9 - 10,35178,29,-1283690
馬単,15 → 1,21855,13,-1283790
三連複,4 - 9 - 10,35177,22,-1284050
ワイド,8 - 11,33608,210,-1284370
三連単,3 → 14 → 12,24759,1,-1285070
ワイド,6 - 14,25677,85,-1286360
三連単,5 → 2 → 10,34009,15,-1286470
三連単,6 → 10 → 1,34007,9,-1286980
三連複,1 - 6 - 7,37096,271,-1287000
三連複,1 - 8 - 10,35177,69,-1287670
三連複,1 - 7 - 15,21852,10,-1288300
三連単,13 → 1 → 12,27755,2,-1288680
三連単,1 → 13 → 12,27755,4,-1288910
三連複,7 - 9 - 15,21847,1,-1289800
三連単,9 → 6 → 3,35058,7,-1289960
三連複,8 - 10 - 12,31575,8,-1291830
馬単,4 → 13,28763,27,-1292610
三連単,11 → 7 → 9,32461,2,-1292740
馬単,6 → 5,37170,168,-1294210
三連単,7 → 5 → 12,30504,1,-1296600
三連単,1 → 10 → 8,34002,18,-1296630
三連単,3 → 9 → 5,35061,12,-1297700
三連単,5 → 4 → 13,27768,2,-1297970
三連複,3 - 7 - 13,28760,12,-1298550
三連単,11 → 10 → 3,32464,2,-1298790
ワイド,11 - 14,25673,43,-1298970
三連単,4 → 6 → 1,35958,55,-1299910
三連単,10 → 11 → 3,32464,2,-1299920
三連単,10 → 8 → 12,30489,1,-1300850
ワイド,7 - 12,31595,165,-1301200
三連単,3 → 5 → 12,30508,8,-1301470
三連単,11 → 5 → 8,32461,3,-1302950
三連複,4 - 8 - 14,25671,4,-1303330
三連単,12 → 11 → 2,30496,2,-1303720
馬単,11 → 6,33613,30,-1304150
馬単,15 → 3,21855,6,-1305620
ワイド,6 - 8,36866,665,-1307070
馬単,14 → 13,25656,4,-1308410
三連複,1 - 7 - 9,36258,103,-1308520
三連単,1 → 14 → 4,24774,7,-1308870
三連複,7 - 12 - 15,21837,2,-1309050
三連単,4 → 6 → 11,32468,6,-1309310
馬単,8 → 14,25672,8,-1309780
三連複,2 - 9 - 16,17024,2,-1311360
三連単,2 → 3 → 14,24774,7,-1311820
三連複,4 - 11 - 13,28749,5,-1312090
三連単,15 → 2 → 1,21086,2,-1312090
三連単,4 → 3 → 11,32474,10,-1313240
三連単,5 → 12 → 8,30497,2,-1314300
三連単,2 → 5 → 14,24772,6,-1314340
三連単,6 → 9 → 4,35057,7,-1315370
三連単,15 → 2 → 7,21083,1,-1315420
三連単,6 → 9 → 1,35058,13,-1315720
馬連,3 - 14,25682,40,-1315780
ワイド,6 - 9,36256,522,-1315930
三連単,14 → 11 → 1,24766,1,-1316430
三連単,2 → 9 → 7,35059,12,-1317010
三連単,12 → 4 → 1,30510,6,-1317610
